"","species","clust","Maximum.vertical.height","Number.of.fertile.stamens","Number.of.ovules.per.carpel","Number.of.carpels","Fusion.of.ovaries","Flower.size","seedMass_merge.Seed_weight","Woodiness_herbaceous","Woodiness_woody","Climbing_climbing","Climbing_non.climbing","Aquatic_aquatic","Aquatic_non.aquatic","SexualSystem_dimorphic","SexualSystem_monomorphic","Lifespan_long","Lifespan_short","Mating_mixed","Mating_outcrossing","Mating_selfing","Pollination_abiotic","Pollination_autonomous","Pollination_biotic","Dispersal_mode_abiotic","Dispersal_mode_autonomous","Dispersal_mode_biotic","Dispersal_dist_long","Dispersal_dist_short","FlowerSex_bisexual","FlowerSex_unisexual","FloralReward_nectar","FloralReward_none","FloralReward_other","FloralReward_pollen","FlowerSymmetry_actinomorphic","FlowerSymmetry_other","FlowerSymmetry_zygomorphic","Showiness_bright","Showiness_dull"
"176","Kirengeshoma palmata",1,NA,-1.21474603637844,NA,NA,NA,-0.489839003160146,-7.45169982722013,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,"1","0"
"177","Kirkia wilmsii",2,NA,-2.41871884070437,NA,-0.280080614546764,1.07870894414484,-1.82746819229876,-5.36724215176918,"0","1","0","1","0","1","1","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","1",NA,NA,NA,NA,"1","0","0",NA,NA
"178","Lactoris fernandeziana",5,-2.07002038875389,-2.13103676825259,-2.94646827030526,-0.685545722654928,0,-2.74375892417291,NA,"0","1","0","1","0","1","0","1","1","0","1","0","0","1","0","0","1","1","0","1","1","1","1","0","1","0","0","1","0","0","0","1"
"179","Lantana camara",5,NA,-2.53650187636076,NA,-1.37869290321487,NA,-2.25825110839121,-5.59504270594743,"0","1","0","1","0","1","0","1","1","0","0","0","1","0","0","1","0","0","1","1","0","1","0",NA,NA,NA,NA,"0","0","1","1","0"
"180","Lapageria rosea",5,-0.396043955182219,-2.13103676825259,0.144574183053057,-0.685545722654928,1.07870894414484,0.187434828243509,NA,"0","1","1","0","0","1","0","1","1","0",NA,NA,NA,"0","0","1","0","0","1","1","0","1","0","1","0","0","0","1","0","0","1","0"
"181","Larrea tridentata",5,-2.00548186761632,-1.6202111444866,NA,-0.174720098888937,NA,-0.9111774604246,-6.1430564003303,"0","1","0","1","0","1","0","1","1","0","1","0","0","0","0","1","0","0","1","1","0","1","0","1","0","0","1","1","0","0","1","0"
"182","Lemna minor",3,-5.28889621362209,-3.2296490569207,-4.73822773953331,-1.78415801132304,NA,-4.35319683660701,NA,"1","0","0","1","1","0","0","1","0","1",NA,NA,NA,"0","0","1","1","0","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,"0","1"
"183","Lepidobotrys staudtii",2,NA,-1.6202111444866,-4.04508055897337,-0.685545722654928,NA,-2.28950365189531,NA,"0","1","0","1","0","1","1","0","1","0","0","1","0",NA,NA,NA,"0","1","0","0","1","0","1",NA,NA,NA,NA,"1","0","0",NA,NA
"184","Limnanthes douglasii",3,-3.13907387518046,-1.6202111444866,NA,-0.174720098888937,NA,-0.797848775117597,-6.04267721502268,"1","0","0","1","0","1","1","0","0","1","0","1","0","0","0","1",NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"1","0","0","1","0"
"185","Linum perenne",4,-2.98631112062805,-2.31335832504655,-4.04508055897337,-0.174720098888937,1.07870894414484,-0.574705223803388,-7.66911270382535,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"1","0","0","1","0"
"186","Liparis loeselii",1,NA,NA,NA,NA,NA,NA,-14.9133402194287,"1","0","0","1","0","1","0","1","1","0","0","0","1","1","1","0","1","0","0","1","0","1","0","0","1","0","0","0","0","1","0","1"
"187","Liriodendron chinense",5,1.21339395725188,0.171548324741455,-4.04508055897337,NA,0,-0.574705223803388,NA,"0","1","0","1","0","1","0","1","1","0","1","0","0","0","0","1","1","1","0","1","1","1","0","1","0","0","0","1","0","0","0","1"
"188","Loasa heterophylla",4,NA,-2.05099406057905,NA,NA,NA,-0.994559069363651,NA,"1","0","0","1","0","1","0","1","1","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","0","1","0","0","1","0"
"189","Lobelia angulata",1,-4.03613324512672,-2.31335832504655,NA,-1.09101083076309,NA,-1.52736359984842,-10.5313135847548,"1","0","0","1","0","1","1","0","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,"1","1","1","0","0","0","0","0","1","1","0"
"190","Ludwigia adscendens",1,-4.37260548174794,-1.6202111444866,-2.72332471899105,-0.174720098888937,NA,-0.728855903630646,NA,"1","0","0","1","1","0","0","1","1","0",NA,NA,NA,"0","0","1","1","0","0","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"191","Lythrum salicaria",1,-2.00548186761632,-1.43788958769265,NA,-1.09101083076309,1.07870894414484,-1.23968152739664,-10.6648449773793,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","1","1","0","0","1","0"
"192","Malesherbia linearifolia",1,-2.47548549686205,-2.31335832504655,1.48534010026035,-0.685545722654928,1.07870894414484,-0.9111774604246,-7.75094272207299,"1","0","0","1","0","1","0","1","1","0",NA,NA,NA,"0","0","1",NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"1","0","0","1","0"
"193","Malpighia emarginata",5,NA,-1.6202111444866,-4.73822773953331,-0.685545722654928,1.07870894414484,-1.01653797608243,-4.86359015991432,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","0","0","0","1","1","0"
"194","Manihot esculenta",4,-0.866047584427954,-1.6202111444866,-4.73822773953331,-0.685545722654928,1.07870894414484,-3.43690610473286,-3.26938649205207,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","0","1","0","1",NA,NA,NA,NA,"1","0","0","1","0"
"195","Manilkara zapota",5,1.21339395725188,-2.21804814524222,-4.73822773953331,0.384895689046485,1.07870894414484,-1.23968152739664,-3.1634471965512,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"196","Marathrum rubrum",3,-4.37260548174794,-1.84335469580081,2.10765213573074,-1.09101083076309,1.07870894414484,NA,NA,"1","0","0","1","1","0","0","1","0","1","0","0","1","1","0","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","1"
"197","Mayaca fluviatilis",3,NA,-2.82418394881254,-4.04508055897337,-0.685545722654928,1.07870894414484,-1.82746819229876,NA,"1","0","0","1","1","1","0","1","1","0","0","0","1","0","1","0","1","0","0","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"198","Mazus pumilus",3,-4.7780705898561,-2.53650187636076,NA,-1.09101083076309,1.07870894414484,-2.18414313623749,-12.6107551264347,"1","0","0","1","0","1","0","1","0","1","0","0","1","0","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0"
"199","Medicago sativa",4,-2.90626841295451,-1.6202111444866,-2.0301775384311,NA,NA,-1.26785240436333,-7.19910907457962,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","1","0","0","1","0","0","1","1","0"
"200","Melocactus curvispinus",1,NA,1.11739785885715,1.15617509473154,NA,NA,-0.951999454944855,-9.02723618797855,"1","0","0","1","0","1","0","1","1","0",NA,NA,NA,"0","0","1","0","0","1","1","0","1","0","1","0","0","0","1","0","0","1","0"
"201","Menispermum canadense",2,NA,-1.11943585657411,-4.04508055897337,-0.685545722654928,NA,-3.31912306907647,-3.77627251781398,"1","1","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","1",NA,NA,NA,NA,"1","0","0",NA,NA
"202","Menyanthes trifoliata",1,-3.52530762136073,-2.31335832504655,-2.43564264653927,-1.09101083076309,1.07870894414484,-1.42200308419059,-7.10949691588993,"1","0","0","1","1","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","0","1","0"
"203","Miconia affinis",5,NA,-1.6202111444866,NA,NA,NA,-2.5206153728587,-9.2095577447725,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"204","Mirabilis jalapa",4,-2.47548549686205,-2.31335832504655,-4.73822773953331,-1.78415801132304,NA,-0.441173831178865,-3.63322992546942,"1","0","0","1","0","1","0","1","1","1","0","0","1","0","0","1","0","1","0","0","1","1","0","1","0","0","0","1","0","0","1","1"
"205","Misodendrum linearifolium",2,NA,-2.82418394881254,-4.73822773953331,-0.685545722654928,1.07870894414484,-3.90690973397859,NA,"0","1","0","1","0","1","1","0",NA,NA,"0","1","0",NA,NA,NA,"1","0","0","1","0","0","1",NA,NA,NA,NA,"1","0","0","0","1"
"206","Mollugo verticillata",4,-3.9026018525022,-2.67003326898528,-2.43564264653927,-0.397863650203147,1.07870894414484,-3.43690610473286,-10.4135305490984,"1","0","0","1","0","1","0","1","0","1",NA,NA,NA,"0","0","1","0","1","0","0","1","1","0","1","0","0","1","1","0","0","1","0"
"207","Monotropa hypopitys",4,-4.16288495076587,-1.72557166014443,NA,-0.174720098888937,1.07870894414484,NA,-14.9133402194287,"1","0","0","1","0","1","0","1","1","0","1","0","0","0","0","1","0","1","0","0","1","1","0","1","0","0","0","1","0","0","1","0"
"208","Montinia caryophyllacea",2,NA,-2.53650187636076,-2.94646827030526,-1.09101083076309,1.07870894414484,-2.5206153728587,-6.26161613505486,"0","1","0","1","0","1","1","0",NA,NA,"0","1","0",NA,NA,NA,"0","1","0","0","1","0","1",NA,NA,NA,NA,"1","0","0",NA,NA
"209","Moringa oleifera",5,0.00942115292594548,-2.31335832504655,NA,-0.685545722654928,1.07870894414484,-1.13432101173881,-2.53613336274515,"0","1","0","1","0","1","0","1","1","0","1","0","0","0","0","1","0","1","0","0","1","1","0",NA,NA,NA,NA,"0","0","1","1","0"
"210","Myriophyllum sibiricum",1,NA,-1.84335469580081,-4.73822773953331,-0.397863650203147,NA,NA,NA,"1","0","0","1","1","0","0","1","1","0",NA,NA,NA,"0","0","1",NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,"1","0","0","1","0"
"211","Myristica fragrans",5,-0.396043955182219,-1.67150443887415,-4.73822773953331,-1.78415801132304,NA,-1.82746819229876,0.955370569010179,"0","1","0","1","0","1","1","1","1","0","0","1","0","0","0","1","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0"
"212","Myrtus communis",5,-1.08919113574216,1.05393750493993,NA,NA,1.07870894414484,-0.9111774604246,-5.93619373462023,"0","1","0","1","0","1","0","1","1","0","1","0","0","0","0","1","0","0","1","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"213","Narthecium ossifragum",4,NA,-2.13103676825259,NA,NA,NA,-0.797848775117597,-10.3081700334406,"1","0","0","1","0","1","0","1","1","0",NA,NA,NA,"0","0","1","0","1","0","0","1","1","1",NA,NA,NA,NA,"1","0","0","1","0"
"214","Nelumbo lutea",1,-1.78233831630211,2.06866830962734,-4.73822773953331,1.42466747769166,0,0.47511690069529,NA,"1","0","0","1","1","0","0","1","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","1","0","0","1","0"
"215","Nelumbo nucifera",1,-1.78233831630211,1.78098623717556,-4.73822773953331,1.61703937033912,0,1.07669688772975,-0.973225498239899,"1","0","0","1","1","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","1","0","0","1","0"
"216","Nemesia strumosa",3,NA,-2.53650187636076,NA,-0.867867279448883,NA,-0.9111774604246,-9.43270129608671,"1","0","0","1","0","1","0","1","0","1","0","1","0",NA,NA,NA,"1","0","0","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"217","Nepenthes macfarlanei",2,NA,-2.31335832504655,NA,-0.397863650203147,NA,-1.82746819229876,NA,"0","1","1","0","0","1","1","0","1","0","0","1","0","1","0","1","1","0","0","1","0","0","1","1","1","0","0","1","0","0",NA,NA
"218","Nicotiana tabacum",4,-1.37687320819395,-2.31335832504655,NA,-1.09101083076309,1.07870894414484,-0.38054920936243,-10.6648449773793,"1","0","0","1","0","1","0","1","1","1",NA,NA,NA,"0","0","1","0","1","0","0","1","1","0","1","0","0","0","1","0","1","1","0"
"219","Nolana humifusa",3,NA,-2.31335832504655,NA,0.988430710916743,1.07870894414484,-0.871956747271319,NA,"1","0","0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","1","0","1","0","1","0","0","1","1","0","0","1","0"
"220","Nothapodytes nimmoniana",5,NA,-2.82418394881254,-4.04508055897337,-1.78415801132304,NA,-2.05061174361296,NA,"0","1","0","1","0","1","1","0","1","0","1","0","0","0","0","1","0","0","1","1","0","1","1","1","0","0","1",NA,NA,NA,"1","0"
"221","Nothofagus dombeyi",2,NA,-1.57142098031717,NA,NA,NA,NA,-5.52904654032908,"0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0",NA,NA,NA,NA,NA
"222","Nuphar advena",1,NA,1.27016061340956,NA,0.988430710916743,1.07870894414484,-0.441173831178865,NA,"1","0","0","1","1","0","0","1","1","0",NA,NA,NA,"0","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0"
"223","Nymphaea odorata",1,NA,0.425328845517554,-0.0152745178888385,1.22810356418216,1.07870894414484,0.6982604520095,-6.23743533685765,"1","0","0","1","1","0","0","1","1","0",NA,NA,NA,"0","0","1","1","0","1","1","0","1","0","1","0","0","0","1","1","0","1","0"
"224","Nymphoides peltata",1,-2.40316483528243,-2.31335832504655,NA,-1.09101083076309,1.07870894414484,-0.574705223803388,-8.69873212100651,"1","0","0","1","1","0","0","1","1","0","1","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","1","1","0","0","1","0"
"225","Nyssa ogeche",2,NA,-1.90789321693838,NA,NA,NA,NA,-2.18321974996342,"0","1","0","1","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","1",NA,NA,NA,NA,"1","0","0","1","0"
"226","Ochroma pyramidale",5,0.9257118848001,-1.06059535655118,NA,-0.174720098888937,1.07870894414484,0.775221493145628,-5.95531477606701,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","1","1","0","1","1"
"227","Octoknema borealis",2,NA,-2.31335832504655,-4.73822773953331,-0.685545722654928,NA,-0.951999454944855,-2.17039415865105,"0","1","0","1","0","1","1","0","1","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","1",NA,NA,NA,NA,"1","0","0",NA,NA
"228","Octomeles sumatrana",2,NA,-2.05099406057905,NA,0.161752137732276,NA,-2.5206153728587,-9.90270492533245,"0","1","0","1","0","1","1","0","1","0","0","1","0",NA,NA,NA,"1","0","0","1","0","0","1",NA,NA,NA,NA,"1","0","0",NA,NA
"229","Olea europaea",2,0.232564704240155,-3.2296490569207,-4.04508055897337,-1.09101083076309,NA,-2.95139828895115,-2.48232564064294,"0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","1","1","0","1","0","0","1","0","0","1","1"
"230","Oryza sativa",6,-2.47548549686205,-2.13103676825259,-4.73822773953331,-1.78415801132304,NA,-1.93282870795658,-4.75987246162481,"1","0","0","1","1","0","0","1","0","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","1","0","1"
"231","Ottelia acuminata",1,NA,-1.57142098031717,NA,-0.685545722654928,NA,NA,NA,"1","0","0","1","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","1",NA,NA,NA,NA,NA,NA,NA,"1","0"
"232","Oxalis corniculata",4,NA,-1.6202111444866,-2.792317590478,-0.174720098888937,1.07870894414484,-1.6451466355048,-9.61502285288067,"1","0","0","1","0","1","0","1","1","1","0","0","1","0","0","1","0","1","0","0","1","1","0","1","0","0","1","1","0","0","1","0"
"233","Paeonia californica",1,-3.07332249761768,0.531551058772862,-1.9050143954771,0.295283530356798,0,-0.441173831178865,-2.414971163896,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,"1","0","1","0","0","0","1","0","0","1","0"
"234","Panax quinquefolius",6,-3.52530762136073,-2.31335832504655,-4.33276263142515,-1.09101083076309,1.07870894414484,-3.03144099662469,-4.68234910025412,"1","0","0","1","0","1","0","1","1","0","1","0","0","0","0","1","0","0","1","1","0","1","1",NA,NA,NA,NA,"1","0","0","0","1"
"235","Pandanus tectorius",2,-0.866047584427954,-1.21474603637844,-4.73822773953331,0.67969522926713,NA,NA,NA,"0","1","0","1","0","1","1","0","1","0","0","1","0","1","0","1","1","0","1","1","0","0","1","0","1","0","0",NA,NA,NA,"1","1"
"236","Pennantia corymbosa",2,NA,-2.31335832504655,-5.14369284764148,-0.685545722654928,1.07870894414484,NA,-5.17531710662011,"0","1","0","1","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","1",NA,NA,NA,NA,"1","0","0","1","1"
"237","Peritoma arborea",5,NA,-2.13103676825259,-2.48693594092682,-1.78415801132304,NA,-1.40875785744057,NA,"0","1","0","1","0","1","0","1","1","1","0","1","0","0","0","1",NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"0","0","1","1","0"
"238","Perrottetia ovata",2,NA,-2.31335832504655,-3.35193337841342,-1.09101083076309,1.07870894414484,NA,NA,"0","1","0","1","0","1","1","0","1","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Petrosavia sakuraii",1,NA,-2.13103676825259,NA,-0.685545722654928,NA,-2.5206153728587,NA,"1","0","0","1","0","1","0","1","1","0","0","0","1","0","0","1",NA,NA,NA,NA,NA,"1","0","1","0","0","0","1","0","0","1","0"
"240","Petunia axillaris",4,-2.98631112062805,-2.53650187636076,NA,-1.09101083076309,NA,0.2202246510665,NA,"1","0","0","1","0","1","0","1","0","1","1","1","0","0","0","1","0","1","0","0","1","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"241","Peumus boldus",2,-0.866047584427954,-0.272137996186907,-4.73822773953331,-0.174720098888937,0,NA,-1.09782966146443,"0","1","0","1","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","1",NA,NA,NA,NA,"1","0","0",NA,NA
"242","Phelline comosa",2,NA,-2.53650187636076,-4.73822773953331,-0.280080614546764,1.07870894414484,NA,NA,"0","1","0","1","0","1","1","0","1","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","1",NA,NA,NA,NA,"1","0","0","1","0"
"243","Phoenix dactylifera",2,0.9257118848001,-2.13103676825259,NA,-0.685545722654928,NA,NA,-1.02443980423638,"0","1","0","1","0","1","1","0","1","0","0","1","0","1","0","1","0","0","1","1","0","0","1","0","1","0","0","1","0","0","1","1"
"244","Phormium tenax",1,NA,-2.13103676825259,NA,-0.685545722654928,NA,-0.505712352316436,-5.9734970951502,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0"
"245","Phragmites australis",6,-0.807778676303979,-3.00650550560649,-4.73822773953331,-0.685545722654928,NA,NA,-10.3081700334406,"1","0","0","1","1","0","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","1","1","0","1","0","0",NA,NA,NA,"0","1"
"246","Phryma leptostachya",4,-2.83216044080079,-2.53650187636076,-4.73822773953331,-1.09101083076309,1.07870894414484,NA,-6.22724849155065,"1","0","0","1","0","1","0","1","1","0",NA,NA,NA,"0","0","1",NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"0","0","1","1","0"
"247","Phyllanthus niruri",3,NA,-2.82418394881254,NA,NA,NA,-4.1300532852928,NA,"1","0","0","1","0","1","0","1","0","1","0","1","0",NA,NA,NA,"1","0","0","1","0","0","1",NA,NA,NA,NA,"1","0","0","1","0"
"248","Physena madagascariensis",2,NA,-1.6202111444866,-4.73822773953331,-1.09101083076309,1.07870894414484,NA,NA,"0","1","0","1","0","1","1","0","1","0","0","1","0","1","0","0",NA,NA,NA,NA,NA,"0","1","0","1","0","0","1","0","0","0","1"
"249","Picramnia polyantha",2,NA,-2.21804814524222,-4.04508055897337,-1.09101083076309,1.07870894414484,NA,NA,"0","1","0","1","0","1","1","0","1","0","0","1","0",NA,NA,NA,"0","0","1","1","0","0","1","1","0","0","0","1","0","0","1","0"
"250","Pinguicula alpina",4,NA,NA,NA,NA,NA,NA,-11.9176079458747,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0",NA,NA,NA,NA,NA,NA,NA,"1","0"
"251","Piper amalago",5,NA,-2.31335832504655,NA,NA,NA,NA,-7.69810024069861,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"252","Piper arboreum",2,NA,NA,NA,NA,NA,NA,-7.9956346095934,"0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","1","0","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0"
"253","Pitcairnia albiflos",1,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","1","1","0","0","1","1","0","0","1",NA,NA,NA,NA,NA,"1","0","1","0","0","0","1","0","0","1","0"
"254","Pittosporum dasycaulon",4,NA,-2.31335832504655,-3.03347964729489,NA,NA,-1.69643992989235,NA,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","1","0","0","0","1","0","0","1","1","0"
"255","Plantago lanceolata",4,-4.51570632538861,-2.53650187636076,NA,-1.09101083076309,1.07870894414484,-2.74375892417291,-7.70548034799623,"1","0","0","1","0","1","1","0","1","0","0","1","0","1","0","1","0","1","0","0","1","1","1","0","1","0","1","1","0","0","1","1"
"256","Platea latifolia",2,NA,-2.31335832504655,-4.73822773953331,-1.09101083076309,1.07870894414484,NA,NA,"0","1","0","1","0","1","1","0","1","0","0","1","0",NA,NA,NA,"0","0","1","1","0","0","1",NA,NA,NA,NA,"1","0","0","0","1"
"257","Plocosperma buxifolium",2,NA,-2.31335832504655,-4.33276263142515,-1.09101083076309,1.07870894414484,-2.05061174361296,-4.97448552305528,"0","1","0","1","0","1","1","0","1","0","0","1","0",NA,NA,NA,"0","0","1","1","0","0","1",NA,NA,NA,NA,"0","0","1","1","0"
"258","Plumbago auriculata",5,-2.63800442635983,-2.31335832504655,-4.73822773953331,-1.78415801132304,NA,-0.633545723826321,-5.31434185766074,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","1","0","0","0","1","0","0","1","0"
"259","Podophyllum peltatum",1,-3.27399319307983,-1.21474603637844,-0.970075104524869,-1.78415801132304,NA,-0.218030279864655,NA,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"260","Poeppigia procera",5,NA,-1.6202111444866,-2.65878619785348,-1.78415801132304,NA,NA,NA,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,"1","0","0","0","0","1","1","0","0",NA,NA
"261","Polycarpon tetraphyllum",3,-3.96714037363977,-2.91119532580217,NA,NA,NA,NA,-10.6648449773793,"1","0","0","1","0","1","0","1","0","1",NA,NA,NA,"0","0","1","0","0","1","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"262","Polygala lewtonii",4,NA,-1.84335469580081,-4.73822773953331,-1.09101083076309,NA,NA,NA,"1","0","0","1","0","1","0","1","1","0","1","0","0","0","0","1","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0"
"263","Populus alba",2,NA,-1.72557166014443,NA,NA,NA,NA,-9.14501922363493,"0","1","0","1","0","1","1","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0","1","0","0","0","1"
"264","Portulaca oleracea",3,-3.67945830118799,-1.67150443887415,-0.643883177311213,-0.280080614546764,1.07870894414484,-2.11515026475054,-9.9716977968194,"1","0","0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"265","Posidonia australis",6,-3.67945830118799,-2.82418394881254,-4.73822773953331,-1.78415801132304,NA,NA,NA,"1","0","0","1","1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0","1","0","0",NA,NA,NA,"0","1"
"266","Posoqueria latifolia",5,0.163571832753204,-2.31335832504655,NA,-1.09101083076309,1.07870894414484,NA,-4.72354654062073,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","1","0","0","0","0","0","1","1","0"
"267","Potamogeton berchtoldii",6,NA,-2.53650187636076,-4.73822773953331,-0.397863650203147,0,NA,-7.90122492512232,"1","0","0","1","1","0","0","1","1","1",NA,NA,NA,"1","0","0","1","0","0","1","0","0","1","0","1","0","0",NA,NA,NA,"0","1"
"268","Primula sieboldii",4,-4.16288495076587,-2.31335832504655,NA,-0.174720098888937,1.07870894414484,NA,-9.43270129608671,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","1","0","0","0","1","0","0","1","0"
"269","Prionotes cerinthoides",5,NA,-2.31335832504655,NA,-0.174720098888937,1.07870894414484,-1.02771127668055,NA,"1","0","1","0","0","1","0","1","1","0",NA,NA,NA,"0","0","1",NA,NA,NA,NA,NA,"1","0","1","0","0","0","1","0","0","1","0"
"270","Prunus persica",5,-0.529575347806742,-0.0941548409915509,-4.04508055897337,-1.78415801132304,NA,NA,-0.0709604512092219,"0","1","0","1","0","1","0","1","1","0","1","1","0","0","0","1","0","0","1","1","0","1","0","1","0","0","0","1","0","0","1","0"
"271","Putranjiva roxburghii",2,NA,-2.77011672754226,-4.04508055897337,-0.685545722654928,1.07870894414484,-2.29747182154449,-1.66314667051961,"0","1","0","1","0","1","1","0","1","0","0","1","0","1","0","0",NA,NA,NA,NA,NA,"0","1","0","1","0","0","1","0","0","1","1"
"272","Qualea grandiflora",5,0.00942115292594548,-3.92279623748065,-0.712876048798164,-0.685545722654928,1.07870894414484,-1.13432101173881,NA,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0",NA,NA,NA,NA,"0","0","1","1","0"
"273","Quercus rubra",2,0.9257118848001,-2.13103676825259,-4.04508055897337,-0.685545722654928,NA,NA,0.0474308164421673,"0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1"
"274","Quinchamalium chilense",4,-4.02429878747972,-2.31335832504655,-4.73822773953331,-1.78415801132304,NA,-1.64306546930098,-7.03860109425689,"1","0","0","1","0","1","0","1","1","0",NA,NA,NA,"0","0","1",NA,NA,NA,NA,NA,"1","0","1","0","0","0","1","0","0","1","0"
"275","Quintinia hyehenensis",2,-0.642904033113745,-2.31335832504655,NA,-0.280080614546764,NA,-2.5206153728587,NA,"0","1","0","1","0","1","1","0","1","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA,"1","0"
"276","Rafflesia keithii",2,NA,-0.23391678336671,NA,NA,NA,2.55455844237513,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","1","0","0","0","1","0","0","1","1","1","0","1",NA,NA,NA,NA,"1","0","0","1","1"
