"","Maximum.vertical.height","Number.of.fertile.stamens","Number.of.ovules.per.carpel","Number.of.carpels","Fusion.of.ovaries","Flower.size","seedMass","Woodiness_herbaceous","Woodiness_woody","Climbing_climbing","Climbing_non.climbing","Aquatic_aquatic","Aquatic_non.aquatic","SexualSystem_bisexual","SexualSystem_dioecious","SexualSystem_monoecious","Lifespan_long","Lifespan_short","Mating_mixed","Mating_outcrossing","Mating_selfing","Pollination_abiotic","Pollination_autonomous","Pollination_biotic","DispersalMode_abiotic","DispersalMode_autonomous","DispersalMode_biotic","DispersalDist_long","DispersalDist_short","OvaryPosition_inferior","OvaryPosition_intermediate","OvaryPosition_superior","FloralReward_nectar","FloralReward_none","FloralReward_other","FloralReward_pollen","FlowerSymmetry_actinomorphic","FlowerSymmetry_other","FlowerSymmetry_zygomorphic","Showiness_bright","Showiness_dull"
"Juglans_mandshurica",1.19766026293874,1.21116770844482,-0.784439733353737,-0.570138569082411,-0.771090548427205,-0.532584413479995,2.16464746394389,"0","1","0","1","0","1","0","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","0","1","0","0","0","1"
"Jumellea_fragrans",-1.06386227395981,-1.24302550823138,1.0913280167853,0.0384931216028799,-0.141746733120649,0.974284243333207,-1.17067900773687,"1","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","0"
"Juncus_effusus",-0.440111021002713,-0.855068640769968,0.334640030102164,0.0384931216028799,-1.04717061834942,-0.495645401894318,-1.64808863171875,"1","0","0","1","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","0","1"
"Kalanchoe_daigremontiana",-0.133453606715704,0.0834077827338659,2.12500099179466,0.470324178418419,-1.96446891518775,0.725907330355786,-1.64808863171875,"1","0","0","1","0","1","1","0","0","1","1","0","0","1","0","0","1","1","0","0","1","0","0","1","1","1","0","0","0","1","0","0","1","0"
"Kalmia_latifolia",0.562557543274467,0.296915853911674,1.27950166078418,0.332221840515005,0.410413406723782,0.666340752948536,-1.64808863171875,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Kielmeyera_regalis",0.519723717211666,0.383733954576395,0.384094440483344,0.218756646737851,-0.0467514402441873,1.67441943781143,-0.0432019184106015,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0"
"Kirengeshoma_palmata",-0.339645754089385,0.684872721373086,0.280414414676503,0.339843810901843,-0.218930408582773,0.932268051350122,-0.342849805640746,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Kirkia_wilmsii",1.06866200051532,-0.467111773308557,-0.348589772489741,0.64712481228817,0.410413406723782,-0.222604777099855,0.266368972943201,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Lactoris_fernandeziana",-0.133453606715704,-0.191851995287345,0.286537374770164,0.0384931216028799,-2.55818949566563,-1.01370538838619,-0.354614152304984,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","1","0","0","1","1","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1"
"Lantana_camara",-0.339645754089385,-0.579808862748757,-0.276540717517999,-1.00196962589795,0.16698796872785,-0.594531084327043,0.199790324208011,"0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","0","0","1","1","0"
"Lapageria_rosea",0.834264483261393,-0.191851995287345,2.13412672180017,0.0384931216028799,0.410413406723782,1.51700794164213,0.311406249716748,"0","1","1","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","1","1","0","0","0","1","0","0","1","0"
"Larrea_tridentata",-0.0961441839827093,0.296915853911674,0.576233706068313,0.805278368522632,-0.313925701459234,0.568495834186485,0.0396238514265544,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Lemna_minor",-1.99427094120391,-1.24302550823138,-0.784439733353737,-1.61060131658324,-0.747341725208089,-2.40325050988907,-0.91221440269624,"1","0","0","1","1","0","1","0","0","0","1","0","0","1","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1"
"Lepidobotrys_staudtii",0.834264483261393,0.296915853911674,-0.370129232592074,0.0384931216028799,0.321355319652101,-0.621513684292647,0.287571577492997,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0"
"Limnanthes_douglasii",-0.751468518527054,0.296915853911674,0.0789110748201342,0.805278368522632,0.297606496432985,0.666340752948536,0.0689614030538051,"1","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Linum_perenne",-0.663157071549464,-0.366300791570949,-0.370129232592074,0.805278368522632,0.410413406723782,0.858996854018345,-0.406392476088686,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Liparis_loeselii",-1.54729341701353,-1.906242153714,0.667462762430054,0.0384931216028799,-0.768121945524815,-0.180480670245416,-2.52364315995557,"1","0","0","1","0","1","1","0","0","1","0","0","0","1","1","1","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","1"
"Liriodendron_chinense",1.7646731505055,2.01130601233833,-0.370129232592074,5.51187606981194,-2.55818949566563,0.858996854018345,0.124250066019834,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","1","1","0","1","1","0","0","1","1","0","0","0","1","0","0","0","1"
"Loasa_heterophylla",-0.824858154892624,-0.115265582520428,0.336187607668699,0.132865148799683,0.0363694410227163,0.496506410407416,-0.550593744878891,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Lobelia_angulata",-1.27005442133349,-0.366300791570949,0.87457625477465,-0.570138569082411,0.131364733899177,0.0364974033311341,-1.24292014718401,"1","0","0","1","0","1","1","1","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","0"
"Ludwigia_adscendens",-1.46456747637015,0.296915853911674,0.419915564972195,0.805278368522632,-0.239710628899499,0.725907330355786,-0.554042507214998,"1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Lythrum_salicaria",-0.0961441839827093,0.471364650195278,1.21796352986266,-0.570138569082411,0.410413406723782,0.284874316308556,-1.28194700432551,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Malesherbia_linearifolia",-0.367851123969636,-0.366300791570949,1.04940823367059,0.0384931216028799,0.410413406723782,0.568495834186485,-0.430308713081859,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Malpighia_emarginata",0.75707059831113,0.296915853911674,-0.784439733353737,0.0384931216028799,0.410413406723782,0.477530417378364,0.413569971516034,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","0","1","1","0"
"Manihot_esculenta",0.562557543274467,0.296915853911674,-0.784439733353737,0.0384931216028799,0.410413406723782,-1.61214989860273,0.879503543968628,"1","0","0","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","1","0","0","1","1","0","0","1","0"
"Manilkara_zapota",1.7646731505055,-0.275106165807477,-0.784439733353737,1.64530108893501,0.410413406723782,0.284874316308556,0.910466133887909,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Mappia_nimmoniana",1.19766026293874,-0.855068640769968,-0.370129232592074,-1.61060131658324,0.285732084823427,-0.415260878169663,0.842965213781804,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Marathrum_rubrum",-1.46456747637015,0.0834077827338659,3.30750494855865,-0.570138569082411,0.410413406723782,-0.821049287316386,-1.14882705630358,"1","0","0","1","1","0","1","0","0","0","1","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1"
"Mayaca_fluviatilis",-0.663157071549464,-0.855068640769968,-0.370129232592074,0.0384931216028799,0.410413406723782,-0.222604777099855,-0.364044460324883,"1","0","0","1","1","1","1","0","0","1","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Mazus_pumilus",-1.69896499362408,-0.579808862748757,2.32939363022007,-0.570138569082411,0.410413406723782,-0.530548267484526,-1.85067287398612,"1","0","0","1","0","1","1","0","0","0","1","0","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","0"
"Medicago_sativa",-0.616884749769426,0.296915853911674,0.834226065733858,-0.162804608109641,0.371821568992721,0.260552343801814,-0.269025792988649,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","1","0","0","1","1","0"
"Melocactus_curvispinus",-1.56996673120067,2.91631316340365,1.04940823367059,2.55124967342008,-1.04420201544703,0.533251229285977,-0.803327534989791,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Menispermum_canadense",0.562557543274467,0.776067347136558,-0.370129232592074,0.0384931216028799,0.000746206194043377,-1.51045921434104,0.731357343096914,"1","1","1","0","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Menyanthes_trifoliata",-0.97474847375366,-0.366300791570949,0.591869959133281,-0.570138569082411,0.410413406723782,0.127462820139255,-0.242835090962814,"1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Miconia_affinis",0.562557543274467,0.296915853911674,0.263679998702577,0.276926919238386,0.256046055799533,-0.821049287316386,-0.856614160785878,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0"
"Mirabilis_jalapa",-0.367851123969636,-0.366300791570949,-0.784439733353737,-1.61060131658324,0.0571496613394423,0.974284243333207,0.773164012726118,"1","0","0","1","0","1","1","0","0","1","1","0","0","1","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","1"
"Misodendrum_linearifolium",-1.16926152879032,-0.855068640769968,-0.784439733353737,0.0384931216028799,0.410413406723782,-2.01793830774945,-0.185538564003221,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1"
"Mollugo_verticillata",-1.19286053638322,-0.707574285110451,0.591869959133281,0.470324178418419,0.410413406723782,-1.61214989860273,-1.20849601952453,"1","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0"
"Monotropa_hypopitys",-1.34332900036728,0.196104872174067,1.00618045989494,0.805278368522632,0.410413406723782,-0.266890018817715,-2.52364315995557,"1","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0"
"Montinia_caryophyllacea",-0.133453606715704,-0.579808862748757,0.286537374770164,-0.570138569082411,0.410413406723782,-0.821049287316386,0.00497272004174239,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","1","0"
"Moringa_oleifera",1.06866200051532,-0.366300791570949,-0.130116246812589,0.0384931216028799,0.410413406723782,0.375839733116676,1.09380944285553,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","0","0","1","1","0"
"Myriophyllum_sibiricum",0.667956798104982,0.0834077827338659,-0.784439733353737,0.470324178418419,-0.542508124943218,-1.45473840243342,-0.0740355748877468,"1","0","0","1","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","1","1","0","0","1","0"
"Myristica_fragrans",0.834264483261393,0.247837436522769,-0.784439733353737,-1.61060131658324,-0.28423967243534,-0.222604777099855,2.11426180596953,"0","1","0","1","0","1","0","1","1","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","1","0"
"Myrtus_communis",0.43355928085105,2.85559306783589,-0.177372990520831,0.952827341531253,0.410413406723782,0.568495834186485,0.100083040415002,"0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","1","0"
"Narthecium_ossifragum",-1.11416315147397,-0.191851995287345,0.823977259258809,0.15027343284305,0.380727377699889,0.666340752948536,-1.17770258801667,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0"
"Nelumbo_lutea",0.0328540784407074,3.8265071525026,-0.784439733353737,3.20607179150595,-2.55818949566563,1.76538485461955,0.848693398641739,"1","0","0","1","1","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","1","1","1","0","0","1","0"
"Nelumbo_nucifera",0.0328540784407074,3.55124737448139,-0.784439733353737,3.49483555420958,-2.55818949566563,2.28477272893229,1.55059627593294,"1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","1","1","1","0","0","1","0"
"Nemesia_strumosa",-1.06386227395981,-0.579808862748757,0.349658575269266,-0.235184378978198,0.312449510944932,0.568495834186485,-0.921831719953213,"1","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Nepenthes_macfarlanei",0.267251595694639,-0.366300791570949,-0.212155685270074,0.470324178418419,-0.207055996973215,-0.222604777099855,0.223028085202364,"0","1","1","0","0","1","0","1","0","1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0"
"Nicotiana_tabacum",0.267251595694639,-0.366300791570949,0.72733480607778,-0.570138569082411,0.410413406723782,1.02662590052741,-1.28194700432551,"1","0","0","1","0","1","1","0","0","1","1","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","1","0","1","1","0"
"Nolana_humifusa",-0.595904586413863,-0.366300791570949,0.162028139265148,2.55124967342008,0.410413406723782,0.602357936106019,-0.155728483631068,"1","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Nothofagus_dombeyi",1.7646731505055,0.343599227833583,-0.784439733353737,-1.61060131658324,-0.58406856557667,-0.708495250019805,0.219078844134679,"0","1","0","1","0","1","0","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1"
"Nuphar_advena",-0.451464975533264,3.06247952528237,0.475343039766364,2.55124967342008,0.410413406723782,0.974284243333207,-0.274916054559676,"1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0"
"Nymphaea_odorata",-0.173800046650672,2.25412812919667,2.03858136405979,2.91101551017707,0.410413406723782,1.95804095568936,0.0120399761997285,"1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","0","1","1","0","1","1","0","0","1","0","1","0","0","0","1","1","0","1","0"
"Nymphoides_peltata",-0.326042881579753,-0.366300791570949,0.303592319102756,-0.570138569082411,0.410413406723782,0.858996854018345,-0.707316544314594,"1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0"
"Nyssa_ogeche",1.36396794809515,0.0216560758904626,-0.478109631435884,0.0956266500083582,0.113553116484841,-0.175163422680904,1.1969545451316,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Ochroma_pyramidale",1.59836546534908,0.832367077032603,0.796245417501294,0.805278368522632,0.410413406723782,2.02448703505054,0.0944945856084352,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","1"
"Octoknema_borealis",1.49296621051857,-0.366300791570949,-0.784439733353737,0.0384931216028799,0.113553116484841,0.533251229285977,1.20070304584043,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Octomeles_sumatrana",1.89367141292891,-0.115265582520428,0.22568581783523,1.31034689883079,-0.115029306999144,-0.821049287316386,-1.05919840305325,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0"
"Olea_europaea",1.19766026293874,-1.24302550823138,-0.370129232592074,-0.570138569082411,0.190736791946966,-1.19297559454357,1.10953567952781,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","1","1"
"Oryza_sativa",-0.367851123969636,-0.191851995287345,-0.784439733353737,-1.61060131658324,-0.575162756869502,-0.313570193907975,0.443883261257361,"1","0","0","1","1","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","1","0","1"
"Ottelia_acuminata",-0.324779605324009,0.343599227833583,-0.271597256688341,0.0384931216028799,-0.447512832066757,0.477530417378364,0.242447566498219,"1","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Oxalis_corniculata",-1.75987342394998,0.296915853911674,0.378676890219667,0.805278368522632,0.410413406723782,-0.0651932809305539,-0.9751183457493,"1","0","0","1","0","1","1","0","0","1","1","0","0","1","0","0","1","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0"
"Paeonia_californica",-0.713457949063626,2.35576359988273,0.909039043249378,1.51078692591925,-2.55818949566563,0.974284243333207,1.12922118935571,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Panax_quinquefolius",-0.97474847375366,-0.366300791570949,-0.54208362675316,-0.570138569082411,0.410413406723782,-1.26208230136362,0.466540803351975,"1","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","0","1"
"Pandanus_tectorius",0.562557543274467,0.684872721373086,-0.784439733353737,2.08781596626909,-1.01748458932553,-0.38217891752095,0.741783177803371,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","1","0","1","1","0","1","1","0","0","0","1","0","1","0","0","1","0","0","1","1"
"Pennantia_corymbosa",0.96326274568481,-0.366300791570949,-1.02679583995431,0.0384931216028799,0.410413406723782,-0.470981690077276,0.322462384175497,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1"
"Perrottetia_ovata",0.939663738091908,-0.366300791570949,0.0441812681695879,-0.570138569082411,0.410413406723782,-0.280789314127712,0.407345687790481,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Petrosavia_sakuraii",-1.29825979121374,-0.191851995287345,0.229425475432882,0.0384931216028799,0.0868356903633363,-0.821049287316386,-0.564382601925893,"1","0","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0"
"Petunia_axillaris",-0.663157071549464,-0.579808862748757,0.600978279187982,-0.570138569082411,0.351041348675995,1.5453177869531,-0.458325178044232,"1","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0"
"Peumus_boldus",0.562557543274467,1.5867783482787,-0.784439733353737,0.805278368522632,-2.55818949566563,0.196807568242377,1.51417855586112,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Phelline_comosa",0.900414747100752,-0.579808862748757,-0.784439733353737,0.64712481228817,0.410413406723782,-0.594531084327043,0.344269787744473,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Phoenix_dactylifera",1.59836546534908,-0.191851995287345,-0.485937647271376,0.0384931216028799,0.11652171938723,0.183183632046868,1.53562800993615,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","1","0","1","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","1","1"
"Phormium_tenax",0.562557543274467,-0.191851995287345,0.00564734668164742,0.0384931216028799,0.267920467409091,0.918563431425594,0.0891804886353275,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","1","1","1","0","0","0","0","0","1","1","0"
"Phragmites_australis",0.596242531512009,-1.02951743705357,-0.784439733353737,0.0384931216028799,-0.400015185628527,-1.72743728791759,-1.17770258801667,"1","0","0","1","1","0","1","0","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1"
"Phryma_leptostachya",-0.574043271343317,-0.579808862748757,-0.784439733353737,-0.570138569082411,0.410413406723782,0.318492398776745,0.0150172577865121,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0"
"Phyllanthus_niruri",-0.829464756705876,-0.855068640769968,-0.397164105021376,0.0384931216028799,0.253077452897144,-2.21059440881926,-0.25232448627157,"1","0","0","1","0","1","0","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Physena_madagascariensis",0.796955060528398,0.296915853911674,-0.784439733353737,-0.570138569082411,0.410413406723782,-0.957141570152658,0.110159634735012,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1"
"Picramnia_polyantha",0.890846238770178,-0.275106165807477,-0.370129232592074,-0.570138569082411,0.410413406723782,-0.338528190631564,0.699159467928907,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Pinguicula_alpina",-1.7929164405409,0.124524111455403,1.79622525745921,-0.570138569082411,0.285732084823428,0.00391342588948757,-1.64808863171875,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0"
"Piper_amalago",0.267251595694639,-0.366300791570949,-0.299341286256806,-0.419985046681972,0.380727377699889,-0.0546717238950472,-0.41486458469327,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Piper_arboreum",0.562557543274467,-0.579808862748757,-0.48294965970105,-0.497331653022233,0.048243852632274,-2.21059440881926,-0.501824145896937,"0","1","0","1","0","1","0","0","1","1","0","0","1","0","1","0","1","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","1","0"
"Pitcairnia_albiflos",-0.574043271343317,-0.191851995287345,0.743290944218313,0.0384931216028799,0.315418113847322,1.16694034440302,-0.419558357752314,"1","0","0","1","0","1","1","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0"
"Pittosporum_dasycaulon",0.834264483261393,-0.366300791570949,0.234528612152948,-0.397734497976412,0.321355319652101,-0.109478522648414,0.167922547126393,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0"
"Plantago_lanceolata",-1.54729341701353,-0.579808862748757,-0.0466645872013231,-0.570138569082411,0.410413406723782,-1.01370538838619,-0.417021548591663,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","1","0","1","1","0","0","1","1"
"Platea_latifolia",1.21661590895417,-0.366300791570949,-0.784439733353737,-0.570138569082411,0.410413406723782,-1.61214989860273,0.241598826985533,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","0","1"
"Plocosperma_buxifolium",0.356365395900786,-0.366300791570949,-0.54208362675316,-0.570138569082411,0.410413406723782,-0.415260878169663,0.381158885179755,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","0","0","1","1","0"
"Plumbago_auriculata",-0.461802570886451,-0.366300791570949,-0.784439733353737,-1.61060131658324,0.291669290628206,0.808195559279363,0.28182999810242,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Podophyllum_peltatum",-0.829464756705876,0.684872721373086,1.46787442003509,-1.61060131658324,0.113553116484841,1.16694034440302,-0.412436068913164,"1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Poeppigia_procera",1.19766026293874,0.296915853911674,0.45849176893125,-1.61060131658324,0.3213553196521,0.541635032062414,0.275359454186415,"0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0"
"Polycarpon_tetraphyllum",-1.23016995911622,-0.9383228112901,0.879924382554416,-0.315720709636643,0.321355319652101,-1.61214989860273,-1.28194700432551,"1","0","0","1","0","1","1","0","0","0","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","0"
"Polygala_lewtonii",-1.29825979121374,0.0834077827338659,-0.784439733353737,-0.570138569082411,0.300575099335374,-0.530548267484526,-0.281762605282696,"1","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","1","0","1","0","0","1","1","0","0","0","0","0","1","1","0"
"Pontederia_crassipes",-0.897554588803396,-0.191851995287345,0.823340018858789,0.0384931216028799,0.410413406723782,1.32435184057232,-0.520550443987047,"1","0","0","1","1","0","1","0","0","1","1","0","1","0","0","0","1","1","0","1","1","0","0","0","1","1","0","0","0","0","0","1","1","0"
"Populus_alba",1.36396794809515,0.196104872174067,-0.432164589398582,-0.508392316071906,0.00371480909643274,-0.828916475174112,-0.837751662649264,"0","1","0","1","0","1","0","1","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1"
"Portulaca_oleracea",-1.06386227395981,0.247837436522769,1.66284706725718,0.64712481228817,0.410413406723782,-0.470981690077276,-1.07936276205813,"1","0","0","1","0","1","1","0","0","0","1","0","0","1","0","0","1","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0"
